"priority","paper_id","title","why_you_are_being_asked","currently_labeled_waymo","machine_found","open_this","AFFILIATIONS_fill","IS_WAYMO_fill","NOTES_fill"
"4","2307.04327","Legal Decision-making for Highway Automated Driving","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2307.04327","","",""
"4","2309.00249","Suicidal Pedestrian: Generation of Safety-Critical Scenarios for Autonomous Vehicles","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2309.00249","","",""
"4","2310.01723","Predicting Future Spatiotemporal Occupancy Grids with Semantics for Autonomous Driving","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2310.01723","","",""
"4","2310.07526","Interaction-aware Traffic Prediction and Scenario-based Model Predictive Control for Autonomous Vehicles on Highways","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2310.07526","","",""
"4","2310.20491","Collaborative Decision-Making Using Spatiotemporal Graphs in Connected Autonomy","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2310.20491","","",""
"4","2404.02046","Causality-based Transfer of Driving Scenarios to Unseen Intersections","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2404.02046","","",""
"4","2405.15771","Adaptive Splitting of Reusable Temporal Monitors for Rare Traffic Violations","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2405.15771","","",""
"4","2406.15538","Model-based generation of representative rear-end crash scenarios across the full severity range using pre-crash data","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2406.15538","","",""
"4","2407.08384","Accurate Cooperative Localization Utilizing LiDAR-equipped Roadside Infrastructure for Autonomous Driving","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2407.08384","","",""
"4","2407.19975","Integrated Scenario-based Analysis: A data-driven approach to support automated driving systems development and safety evaluation","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2407.19975","","",""
"4","2408.03950","EcoFollower: An Environment-Friendly Car Following Model Considering Fuel Consumption","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2408.03950","","",""
"4","2410.00582","Can We Remove the Ground? Obstacle-aware Point Cloud Compression for Remote Object Detection","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2410.00582","","",""
"4","2410.08616","Dual-AEB: Synergizing Rule-Based and Multimodal Large Language Models for Effective Emergency Braking","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2410.08616","","",""
"4","2411.09451","DiffRoad: Realistic and Diverse Road Scenario Generation for Autonomous Vehicle Testing","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2411.09451","","",""
"4","2412.14442","EPN: An Ego Vehicle Planning-Informed Network for Target Trajectory Prediction","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2412.14442","","",""
"4","2503.04952","INTENT: Trajectory Prediction Framework with Intention-Guided Contrastive Clustering","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2503.04952","","",""
"4","2503.05229","Discrete Contrastive Learning for Diffusion Policies in Autonomous Driving","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2503.05229","","",""
"4","2503.09035","ManeuverGPT Agentic Control for Safe Autonomous Stunt Maneuvers","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2503.09035","","",""
"4","2506.01199","Test Automation for Interactive Scenarios via Promptable Traffic Simulation","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2506.01199","","",""
"4","2506.16546","BIDA: A Bi-level Interaction Decision-making Algorithm for Autonomous Vehicles in Dynamic Traffic Scenarios","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2506.16546","","",""
"4","2508.00589","Context-based Motion Retrieval using Open Vocabulary Methods for Autonomous Driving","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2508.00589","","",""
"4","2509.05777","Scenario-based Decision-making Using Game Theory for Interactive Autonomous Driving: A Survey","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2509.05777","","",""
"4","2511.04784","Insights into Tail-Based and Order Statistics","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2511.04784","","",""
"4","2512.03795","MPCFormer: A physics-informed data-driven approach for explainable socially-aware autonomous driving","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2512.03795","","",""
"4","2512.11551","CarlaNCAP: A Framework for Quantifying the Safety of Vulnerable Road Users in Infrastructure-Assisted Collective Perception Using EuroNCAP Scenarios","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2512.11551","","",""
"4","2602.15891","Learning to Drive in New Cities Without Human Demonstrations","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2602.15891","","",""
"4","2604.26065","FlowS: One-Step Motion Prediction via Local Transport Conditioning","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2604.26065","","",""
"4","2604.27193","Real-Time GPU-Accelerated Monte Carlo Evaluation of Safety-Critical AEB Systems Under Uncertainty","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2604.27193","","",""
"4","2605.22189","Learning A Unified Risk Map for Autonomous Driving in Partially Observable Environments","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2605.22189","","",""
"4","2606.20641","MAGNIFIED: RL Fine-tuning of Multimodal Large Language Models for Motion Planning","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2606.20641","","",""
"4","local:07133a274fed","Emergent Visual Sensors for Autonomous Vehicles","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:07133a274fed.pdf","","",""
"4","local:1d27d7fac441","Driving to Safety: How Many Miles of Driving Would It Take to Demonstrate Autonomous Vehicle Reliability?","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:1d27d7fac441.pdf","","",""
"4","local:c3c5f9de20cc","UL 4600 December 13, 2019","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:c3c5f9de20cc.pdf","","",""
"4","local:d045421ddd36","Impact of connected and autonomous vehicle dedicated lane on the freeway traffic efficiency","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:d045421ddd36.pdf","","",""
"4","local:f978147cb261","Science Journals — AAAS","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:f978147cb261.pdf","","",""
"4","local:ffd8a4ef41ba","A Safety Architecture for Self-Driving Systems","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:ffd8a4ef41ba.pdf","","",""
